"ID","COMP1","COMP2","HVTYPE","KIJSRK","KIJTSRK","KIJTType","KIJPR","KIJTPR","KIJPCSAFT","HVALPHA","HVGIJ","HVGJI","CalcWij","W1","W2","W3","WSTYPE","KIJWS","NRTLALPHA","NRTLGIJ","NRTLGJI","GIJVISC","HVGIJT","HVGJIT","WSGIJT","WSGJIT","cpakij_SRK","cpakijT_SRK","cpakijx_SRK","cpakjix_SRK","cpakij_PR","KIJWSunifac","aijDesMath","bijDesMath","cpaAssosiationType","cpaBetaCross","cpaEpsCross"
7839,"et-c-C5                                           ","oxygen                                            ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7840,"toluene                                           ","oxygen                                            ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7841,"c-c7                                              ","oxygen                                            ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7842,"11-dm-c-C6                                        ","oxygen                                            ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7843,"c-c8                                              ","oxygen                                            ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7844,"c-12-dmcC6                                        ","oxygen                                            ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7845,"et-benzene                                        ","oxygen                                            ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7846,"MDEA+                                             ","oxygen                                            ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7847,"H3O+                                              ","oxygen                                            ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
,"################","################","################",,,,,,,,,,,,,,"################",,,,,,,,,,,,,,,,,,,,
,"################","################","################",,,,,,,,,,,,,,"################",,,,,,,,,,,,,,,,,,,,
,"################","################","################",,,,,,,,,,,,,,"################",,,,,,,,,,,,,,,,,,,,
,"################","################","################",,,,,,,,,,,,,,"################",,,,,,,,,,,,,,,,,,,,
,"################","################","################",,,,,,,,,,,,,,"################",,,,,,,,,,,,,,,,,,,,
,"################","################","################",,,,,,,,,,,,,,"################",,,,,,,,,,,,,,,,,,,,
,"################","################","################",,,,,,,,,,,,,,"################",,,,,,,,,,,,,,,,,,,,
,"################","################","################",,,,,,,,,,,,,,"################",,,,,,,,,,,,,,,,,,,,
,"################","################","################",,,,,,,,,,,,,,"################",,,,,,,,,,,,,,,,,,,,
8030,"hydrogen                                          ","n-pentane                                         ","Classic                                           ",0.21,0.00,0,0.21,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.21,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8032,"Ar                                                ","n-pentane                                         ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8033,"oxygen                                            ","n-pentane                                         ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8035,"H2S                                               ","n-pentane                                         ","Classic                                           ",0.06,0.00,0,0.06,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.06,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8039,"c-propane                                         ","n-pentane                                         ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8040,"i-butane                                          ","n-pentane                                         ","Classic                                           ",8.1462e-04,0.00,0,8.1462e-04,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8042,"2,2-diom C3                                       ","n-pentane                                         ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8043,"c-C4                                              ","n-pentane                                         ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8044,"i-pentane                                         ","n-pentane                                         ","Classic                                           ",3.9999e-04,0.00,0,3.9999e-04,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8045,"n-pentane                                         ","n-pentane                                         ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8046,"c-pentane                                         ","n-pentane                                         ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8047,"2,2-dim-C4                                        ","n-pentane                                         ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8048,"2,3-dimC4                                         ","n-pentane                                         ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8049,"2-m-C5                                            ","n-pentane                                         ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8050,"3-m-C5                                            ","n-pentane                                         ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8051,"n-hexane                                          ","n-pentane                                         ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8052,"hexane                                            ","n-pentane                                         ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8053,"m-c-C5                                            ","n-pentane                                         ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7860,"DEA+                                              ","oxygen                                            ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
7861,"BEA                                               ","oxygen                                            ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
7862,"BEA+                                              ","oxygen                                            ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
7863,"BEACOO-                                           ","oxygen                                            ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
7864,"K+                                                ","oxygen                                            ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
7865,"HS-                                               ","oxygen                                            ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
7866,"S--                                               ","oxygen                                            ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
7867,"I-                                                ","oxygen                                            ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
7868,"Mg++                                              ","oxygen                                            ","Classic                                           ",0.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
